"staircase_name","2*riser_gt_mm/1000 +  tread_gt_mm/1000","2*riser_alg_mm/1000 +  tread_alg_mm/1000","gt_num_steps","risers_alg","treads_alg","width_gt_mm","width_alg_mm","riser_gt_mm","riser_alg_mm","tread_gt_mm","tread_alg_mm","width_abs_error","width_pct_error","riser_abs_error","riser_pct_error","tread_abs_error","tread_pct_error","mae_width","rmse_width","mae_riser","rmse_riser","mae_tread","rmse_tread"
vesuvio_outdoor_day_3_829,1.0560000,0.545,-1,6,190,1500.00,848.0,170.000,170.0,716.000,205.0,652.0,43.46666666666667,0.0,0.0,511.0,71.36871508379889,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_830,1.0560000,0.784,-1,6,190,1500.00,104.0,170.000,182.0,716.000,420.0,1396.0,93.06666666666666,12.0,7.0588235294117645,296.0,41.340782122905026,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_831,1.0560000,0.766,-1,6,190,1500.00,373.0,170.000,173.0,716.000,420.0,1127.0,75.13333333333334,3.0,1.7647058823529411,296.0,41.340782122905026,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_832,1.0560000,0.654,-1,6,190,1500.00,747.0,170.000,170.0,716.000,314.0,753.0,50.2,0.0,0.0,402.0,56.14525139664804,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_833,1.0560000,0.6519999999999999,-1,14,170,1500.00,355.0,170.000,182.0,716.000,288.0,1145.0,76.33333333333333,12.0,7.0588235294117645,428.0,59.77653631284916,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_834,1.0560000,0.398,-1,14,170,1500.00,504.0,170.000,137.0,716.000,124.0,996.0,66.4,33.0,19.41176470588235,592.0,82.68156424581005,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_835,1.0560000,0.41300000000000003,-1,11,181,1500.00,482.0,170.000,138.0,716.000,137.0,1018.0,67.86666666666666,32.0,18.823529411764707,579.0,80.8659217877095,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_836,1.0560000,0.485,-1,11,181,1500.00,198.0,170.000,146.0,716.000,193.0,1302.0,86.8,24.0,14.117647058823529,523.0,73.04469273743017,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_837,1.0560000,0.9490000000000001,-1,9,173,1500.00,409.0,170.000,225.0,716.000,499.0,1091.0,72.73333333333333,55.0,32.35294117647059,217.0,30.307262569832403,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_838,1.0560000,0.622,-1,9,173,1500.00,555.0,170.000,194.0,716.000,234.0,945.0,63.0,24.0,14.117647058823529,482.0,67.31843575418995,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_839,1.0560000,0.591,-1,9,173,1500.00,432.0,170.000,146.0,716.000,299.0,1068.0,71.2,24.0,14.117647058823529,417.0,58.24022346368715,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_840,1.0560000,0.385,-1,8,164,1500.00,587.0,170.000,133.0,716.000,119.0,913.0,60.86666666666667,37.0,21.764705882352942,597.0,83.37988826815642,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_841,1.0560000,0.654,-1,8,164,1500.00,435.0,170.000,203.0,716.000,248.0,1065.0,71.0,33.0,19.41176470588235,468.0,65.36312849162012,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_day_3_842,1.0560000,0.538,-1,16,166,1500.00,349.0,170.000,140.0,716.000,258.0,1151.0,76.73333333333333,30.0,17.647058823529413,458.0,63.96648044692738,1022.5588235294117,1043.40932975116,25.41176470588235,30.280065273066644,455.6764705882353,464.14573649434976
vesuvio_outdoor_from_above_day_1_704,1.0700000,0.519,-1,8,204,1510.00,181.0,156.000,128.0,758.000,263.0,1329.0,88.01324503311258,28.0,17.94871794871795,495.0,65.30343007915567,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_705,1.0700000,0.519,-1,8,204,1510.00,234.0,156.000,111.0,758.000,297.0,1276.0,84.50331125827815,45.0,28.846153846153847,461.0,60.817941952506594,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_706,1.0700000,0.732,-1,8,204,1510.00,613.0,156.000,176.0,758.000,380.0,897.0,59.40397350993378,20.0,12.820512820512821,378.0,49.86807387862797,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_707,1.0700000,0.571,-1,8,204,1510.00,527.0,156.000,195.0,758.000,181.0,983.0,65.09933774834437,39.0,25.0,577.0,76.12137203166228,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_708,1.0700000,0.55,-1,7,198,1510.00,321.0,156.000,142.0,758.000,266.0,1189.0,78.74172185430463,14.0,8.974358974358974,492.0,64.90765171503958,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_709,1.0700000,0.753,-1,7,198,1510.00,105.0,156.000,228.0,758.000,297.0,1405.0,93.04635761589404,72.0,46.15384615384615,461.0,60.817941952506594,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_710,1.0700000,0.6539999999999999,-1,7,198,1510.00,197.0,156.000,143.0,758.000,368.0,1313.0,86.95364238410596,13.0,8.333333333333334,390.0,51.45118733509235,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_711,1.0700000,0.453,-1,7,198,1510.00,297.0,156.000,134.0,758.000,185.0,1213.0,80.33112582781457,22.0,14.102564102564102,573.0,75.59366754617415,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_712,1.0700000,0.658,-1,7,202,1510.00,195.0,156.000,220.0,758.000,218.0,1315.0,87.08609271523179,64.0,41.02564102564103,540.0,71.2401055408971,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_713,1.0700000,0.476,-1,7,202,1510.00,367.0,156.000,121.0,758.000,234.0,1143.0,75.69536423841059,35.0,22.435897435897434,524.0,69.12928759894459,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_714,1.0700000,0.796,-1,7,202,1510.00,257.0,156.000,215.0,758.000,366.0,1253.0,82.98013245033113,59.0,37.82051282051282,392.0,51.715039577836414,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_715,1.0700000,0.462,-1,11,207,1510.00,583.0,156.000,130.0,758.000,202.0,927.0,61.390728476821195,26.0,16.666666666666668,556.0,73.35092348284961,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_716,1.0700000,0.484,-1,11,207,1510.00,223.0,156.000,111.0,758.000,262.0,1287.0,85.23178807947019,45.0,28.846153846153847,496.0,65.4353562005277,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_717,1.0700000,0.631,-1,11,207,1510.00,320.0,156.000,189.0,758.000,253.0,1190.0,78.80794701986756,33.0,21.153846153846153,505.0,66.62269129287598,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_718,1.0700000,0.6659999999999999,-1,11,207,1510.00,152.0,156.000,191.0,758.000,284.0,1358.0,89.93377483443709,35.0,22.435897435897434,474.0,62.53298153034301,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_719,1.0700000,0.901,-1,11,207,1510.00,162.0,156.000,208.0,758.000,485.0,1348.0,89.27152317880795,52.0,33.333333333333336,273.0,36.01583113456464,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_720,1.0700000,0.395,-1,6,155,1510.00,228.0,156.000,157.0,758.000,81.0,1282.0,84.90066225165563,1.0,0.6410256410256411,677.0,89.31398416886543,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_721,1.0700000,0.615,-1,6,155,1510.00,531.0,156.000,156.0,758.000,303.0,979.0,64.83443708609272,0.0,0.0,455.0,60.02638522427441,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_722,1.0700000,0.857,-1,6,155,1510.00,397.0,156.000,213.0,758.000,431.0,1113.0,73.70860927152317,57.0,36.53846153846154,327.0,43.13984168865435,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_723,1.0700000,0.8069999999999999,-1,8,207,1510.00,478.0,156.000,159.0,758.000,489.0,1032.0,68.34437086092716,3.0,1.9230769230769231,269.0,35.48812664907652,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_724,1.0700000,0.487,-1,8,207,1510.00,215.0,156.000,118.0,758.000,251.0,1295.0,85.76158940397352,38.0,24.358974358974358,507.0,66.88654353562005,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_725,1.0700000,0.79,-1,8,207,1510.00,357.0,156.000,184.0,758.000,422.0,1153.0,76.35761589403974,28.0,17.94871794871795,336.0,44.32717678100264,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_726,1.0700000,0.394,-1,8,207,1510.00,271.0,156.000,136.0,758.000,122.0,1239.0,82.05298013245033,20.0,12.820512820512821,636.0,83.90501319261213,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_727,1.0700000,0.9510000000000001,-1,10,205,1510.00,153.0,156.000,230.0,758.000,491.0,1357.0,89.86754966887418,74.0,47.43589743589744,267.0,35.224274406332455,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_728,1.0700000,0.716,-1,10,205,1510.00,151.0,156.000,161.0,758.000,394.0,1359.0,90.0,5.0,3.2051282051282053,364.0,48.02110817941953,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_729,1.0700000,0.42500000000000004,-1,10,205,1510.00,603.0,156.000,112.0,758.000,201.0,907.0,60.06622516556291,44.0,28.205128205128204,557.0,73.48284960422164,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_730,1.0700000,0.46699999999999997,-1,10,205,1510.00,621.0,156.000,143.0,758.000,181.0,889.0,58.87417218543046,13.0,8.333333333333334,577.0,76.12137203166228,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_731,1.0700000,0.497,-1,8,199,1510.00,315.0,156.000,100.0,758.000,297.0,1195.0,79.13907284768212,56.0,35.8974358974359,461.0,60.817941952506594,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_732,1.0700000,0.755,-1,8,199,1510.00,287.0,156.000,223.0,758.000,309.0,1223.0,80.99337748344371,67.0,42.94871794871795,449.0,59.23482849604222,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_733,1.0700000,0.519,-1,8,199,1510.00,480.0,156.000,160.0,758.000,199.0,1030.0,68.21192052980132,4.0,2.5641025641025643,559.0,73.7467018469657,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_734,1.0700000,0.748,-1,8,199,1510.00,343.0,156.000,197.0,758.000,354.0,1167.0,77.28476821192054,41.0,26.28205128205128,404.0,53.29815303430079,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_735,1.0700000,0.744,-1,8,199,1510.00,454.0,156.000,177.0,758.000,390.0,1056.0,69.93377483443709,21.0,13.461538461538462,368.0,48.54881266490765,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_736,1.0700000,0.8180000000000001,-1,4,189,1510.00,442.0,156.000,177.0,758.000,464.0,1068.0,70.72847682119205,21.0,13.461538461538462,294.0,38.78627968337731,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_737,1.0700000,0.46799999999999997,-1,4,189,1510.00,400.0,156.000,128.0,758.000,212.0,1110.0,73.50993377483444,28.0,17.94871794871795,546.0,72.03166226912928,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_738,1.0700000,0.43399999999999994,-1,4,189,1510.00,411.0,156.000,142.0,758.000,150.0,1099.0,72.78145695364239,14.0,8.974358974358974,608.0,80.21108179419525,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_739,1.0700000,0.694,-1,7,133,1510.00,712.0,156.000,202.0,758.000,290.0,798.0,52.847682119205295,46.0,29.487179487179485,468.0,61.74142480211082,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_740,1.0700000,0.554,-1,7,133,1510.00,437.0,156.000,147.0,758.000,260.0,1073.0,71.05960264900662,9.0,5.769230769230769,498.0,65.69920844327177,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
vesuvio_outdoor_from_above_day_1_741,1.0700000,0.521,-1,11,125,1510.00,633.0,156.000,160.0,758.000,201.0,877.0,58.079470198675494,4.0,2.5641025641025643,557.0,73.48284960422164,1126.3809523809523,1143.2925023946173,30.793650793650794,37.04223243983797,479.1746031746032,488.28465546431494
